station_type,station_name,longitude,latitude,user_type,age,hour,num
end,Morris Canal,-74.03852552175522,40.7124188237569,Customer,46-50,0.0,11
end,Morris Canal,-74.03852552175522,40.7124188237569,Customer,46-50,9.0,17
start,Lafayette Park,-74.06285852193832,40.71346382669195,Subscriber,51-60,1.0,1
start,Lafayette Park,-74.06285852193832,40.71346382669195,Customer,46-50,15.0,22
start,Lafayette Park,-74.06285852193832,40.71346382669195,Customer,46-50,8.0,13
end,Lafayette Park,-74.06285852193832,40.71346382669195,Customer,46-50,8.0,50
start,Brunswick & 6th,-74.05038893222809,40.72601172964625,Subscriber,16-20,19.0,1
start,Brunswick & 6th,-74.05038893222809,40.72601172964625,Subscriber,60-,19.0,42
start,Jersey & 6th St,-74.04557168483734,40.72528910781132,Customer,46-50,13.0,35
start,Jersey & 6th St,-74.04557168483734,40.72528910781132,Customer,46-50,19.0,21
start,Jersey & 6th St,-74.04557168483734,40.72528910781132,Subscriber,46-50,5.0,10
start,Jersey & 3rd,-74.04595255851744,40.72333158646436,Customer,41-45,13.0,4
start,Jersey & 3rd,-74.04595255851744,40.72333158646436,Customer,46-50,19.0,24
end,Jersey & 3rd,-74.04595255851744,40.72333158646436,Customer,46-50,19.0,22
start,Jersey & 3rd,-74.04595255851744,40.72333158646436,Customer,46-50,22.0,16
end,Jersey & 3rd,-74.04595255851744,40.72333158646436,Customer,46-50,22.0,17
start,Jersey & 3rd,-74.04595255851744,40.72333158646436,Customer,46-50,14.0,30
start,Jersey & 3rd,-74.04595255851744,40.72333158646436,Customer,46-50,16.0,25
start,Manila & 1st,-74.04288411140442,40.72165072487999,Customer,31-35,11.0,4
start,Manila & 1st,-74.04288411140442,40.72165072487999,Subscriber,16-20,22.0,1
end,Manila & 1st,-74.04288411140442,40.72165072487999,Subscriber,36-40,11.0,3
start,Manila & 1st,-74.04288411140442,40.72165072487999,Customer,46-50,3.0,5
end,Manila & 1st,-74.04288411140442,40.72165072487999,Customer,46-50,3.0,2
end,Manila & 1st,-74.04288411140442,40.72165072487999,Subscriber,16-20,21.0,7
start,Manila & 1st,-74.04288411140442,40.72165072487999,Subscriber,26-30,5.0,13
start,Manila & 1st,-74.04288411140442,40.72165072487999,Customer,46-50,21.0,14
start,Manila & 1st,-74.04288411140442,40.72165072487999,Customer,46-50,18.0,32
end,Manila & 1st,-74.04288411140442,40.72165072487999,Customer,46-50,18.0,115
start,Manila & 1st,-74.04288411140442,40.72165072487999,Customer,46-50,8.0,12
start,Columbus Drive,-74.03891444206238,40.71835519823214,Subscriber,46-50,0.0,6
start,Columbus Drive,-74.03891444206238,40.71835519823214,Customer,31-35,8.0,13
end,Columbus Drive,-74.03891444206238,40.71835519823214,Customer,31-35,8.0,15
start,Columbus Drive,-74.03891444206238,40.71835519823214,Customer,31-35,10.0,18
end,Columbus Drive,-74.03891444206238,40.71835519823214,Customer,31-35,10.0,6
start,Columbus Drive,-74.03891444206238,40.71835519823214,Customer,46-50,18.0,37
end,Columbus Drive,-74.03891444206238,40.71835519823214,Customer,46-50,18.0,158
start,Columbus Drive,-74.03891444206238,40.71835519823214,Customer,46-50,14.0,34
end,Columbus Drive,-74.03891444206238,40.71835519823214,Customer,46-50,14.0,134
start,Columbus Drive,-74.03891444206238,40.71835519823214,Customer,21-25,14.0,9
end,Columbus Drive,-74.03891444206238,40.71835519823214,Customer,21-25,14.0,16
end,Columbus Drive,-74.03891444206238,40.71835519823214,Customer,46-50,15.0,36
end,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,41-45,19.0,1
end,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,51-60,19.0,64
start,Marin Light Rail,-74.04281705617905,40.71458403535893,Customer,16-20,17.0,4
start,Marin Light Rail,-74.04281705617905,40.71458403535893,Customer,46-50,14.0,157
end,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,46-50,14.0,1
start,Marin Light Rail,-74.04281705617905,40.71458403535893,Customer,46-50,18.0,128
end,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,31-35,9.0,1
start,Marin Light Rail,-74.04281705617905,40.71458403535893,Customer,46-50,17.0,123
end,Marin Light Rail,-74.04281705617905,40.71458403535893,Customer,46-50,17.0,144
end,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,60-,23.0,20
start,Communipaw & Berry Lane,-74.06661093235016,40.71435836870427,Subscriber,36-40,17.0,23
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Customer,46-50,12.0,19
end,Monmouth and 6th,-74.04879033565521,40.72568548362901,Customer,46-50,12.0,29
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Customer,46-50,9.0,12
start,Dixon Mills,-74.04996782541275,40.721630142638354,Customer,46-50,16.0,25
end,Astor Place,-74.07126188278198,40.71928220070702,Subscriber,60-,10.0,27
end,Astor Place,-74.07126188278198,40.71928220070702,Customer,46-50,13.0,7
start,Astor Place,-74.07126188278198,40.71928220070702,Subscriber,41-45,8.0,55
start,Astor Place,-74.07126188278198,40.71928220070702,Customer,26-30,9.0,25
start,Astor Place,-74.07126188278198,40.71928220070702,Customer,46-50,10.0,22
end,Astor Place,-74.07126188278198,40.71928220070702,Customer,46-50,10.0,31
start,York St,-74.04105,40.71649,Subscriber,46-50,7.0,14
start,York St,-74.04105,40.71649,Subscriber,46-50,17.0,29
start,York St,-74.04105,40.71649,Subscriber,46-50,22.0,14
start,York St,-74.04105,40.71649,Subscriber,41-45,23.0,16
start,York St,-74.04105,40.71649,Subscriber,60-,22.0,5
start,York St,-74.04105,40.71649,Subscriber,60-,13.0,41
start,York St,-74.04105,40.71649,Subscriber,26-30,6.0,29
start,York St,-74.04105,40.71649,Customer,41-45,11.0,2
end,York St,-74.04105,40.71649,Customer,41-45,11.0,2
start,Washington St,-74.0354826,40.7242941,Subscriber,31-35,2.0,13
end,Washington St,-74.0354826,40.7242941,Customer,46-50,15.0,23
start,Washington St,-74.0354826,40.7242941,Subscriber,36-40,4.0,3
end,Washington St,-74.0354826,40.7242941,Subscriber,36-40,4.0,2
start,Washington St,-74.0354826,40.7242941,Customer,46-50,18.0,97
start,Washington St,-74.0354826,40.7242941,Subscriber,16-20,20.0,2
end,Washington St,-74.0354826,40.7242941,Subscriber,16-20,20.0,3
start,Washington St,-74.0354826,40.7242941,Subscriber,46-50,8.0,22
start,Washington St,-74.0354826,40.7242941,Subscriber,16-20,22.0,6
start,Washington St,-74.0354826,40.7242941,Customer,46-50,7.0,19
end,Washington St,-74.0354826,40.7242941,Customer,46-50,7.0,24
start,Washington St,-74.0354826,40.7242941,Subscriber,16-20,0.0,3
end,Washington St,-74.0354826,40.7242941,Subscriber,16-20,0.0,2
start,Washington St,-74.0354826,40.7242941,Subscriber,41-45,1.0,9
start,Washington St,-74.0354826,40.7242941,Subscriber,36-40,1.0,17
start,Washington St,-74.0354826,40.7242941,Customer,46-50,16.0,88
start,Washington St,-74.0354826,40.7242941,Subscriber,46-50,1.0,25
start,Washington St,-74.0354826,40.7242941,Subscriber,46-50,16.0,65
start,Washington St,-74.0354826,40.7242941,Customer,36-40,13.0,19
end,Harborside,-74.034234,40.7192517,Subscriber,60-,7.0,8
start,Harborside,-74.034234,40.7192517,Customer,46-50,10.0,59
end,Harborside,-74.034234,40.7192517,Customer,46-50,10.0,34
start,Harborside,-74.034234,40.7192517,Subscriber,46-50,2.0,13
start,Harborside,-74.034234,40.7192517,Subscriber,46-50,22.0,145
end,Harborside,-74.034234,40.7192517,Subscriber,46-50,22.0,11
start,Harborside,-74.034234,40.7192517,Subscriber,46-50,0.0,42
start,Harborside,-74.034234,40.7192517,Customer,41-45,11.0,13
end,Harborside,-74.034234,40.7192517,Customer,41-45,11.0,12
start,Harborside,-74.034234,40.7192517,Subscriber,51-60,22.0,48
start,Harborside,-74.034234,40.7192517,Customer,21-25,9.0,12
end,Harborside,-74.034234,40.7192517,Customer,21-25,9.0,13
start,Harborside,-74.034234,40.7192517,Subscriber,60-,15.0,96
start,Harborside,-74.034234,40.7192517,Subscriber,46-50,1.0,20
end,Harborside,-74.034234,40.7192517,Subscriber,46-50,0.0,3
start,Harborside,-74.034234,40.7192517,Customer,46-50,13.0,114
end,Harborside,-74.034234,40.7192517,Customer,46-50,13.0,25
start,Harborside,-74.034234,40.7192517,Customer,46-50,14.0,117
end,Harborside,-74.034234,40.7192517,Customer,46-50,14.0,154
end,Harborside,-74.034234,40.7192517,Customer,46-50,14.0,1
start,Harborside,-74.034234,40.7192517,Customer,26-30,15.0,105
start,Journal Square,-74.0625,40.73367,Subscriber,21-25,1.0,21
start,Journal Square,-74.0625,40.73367,Subscriber,21-25,21.0,50
start,Journal Square,-74.0625,40.73367,Subscriber,21-25,22.0,39
start,Journal Square,-74.0625,40.73367,Customer,46-50,15.0,12
start,Journal Square,-74.0625,40.73367,Subscriber,60-,16.0,32
start,Journal Square,-74.0625,40.73367,Subscriber,46-50,10.0,112
end,Journal Square,-74.0625,40.73367,Subscriber,46-50,13.0,3
start,Journal Square,-74.0625,40.73367,Customer,46-50,18.0,50
end,Journal Square,-74.0625,40.73367,Customer,46-50,18.0,30
start,Journal Square,-74.0625,40.73367,Customer,46-50,20.0,17
end,Journal Square,-74.0625,40.73367,Customer,46-50,20.0,16
end,Exchange Place,-74.0334588,40.7162469,Customer,46-50,16.0,31
end,Exchange Place,-74.0334588,40.7162469,Customer,26-30,16.0,93
end,Exchange Place,-74.0334588,40.7162469,Customer,46-50,17.0,53
start,Exchange Place,-74.0334588,40.7162469,Customer,46-50,3.0,7
end,Exchange Place,-74.0334588,40.7162469,Customer,46-50,3.0,10
end,Exchange Place,-74.0334588,40.7162469,Subscriber,41-45,4.0,7
end,Exchange Place,-74.0334588,40.7162469,Customer,46-50,19.0,68
end,Exchange Place,-74.0334588,40.7162469,Customer,46-50,20.0,1
start,Exchange Place,-74.0334588,40.7162469,Customer,46-50,22.0,55
end,Exchange Place,-74.0334588,40.7162469,Customer,46-50,22.0,1
end,Exchange Place,-74.0334588,40.7162469,Customer,46-50,14.0,79
end,Exchange Place,-74.0334588,40.7162469,Customer,36-40,15.0,37
start,Exchange Place,-74.0334588,40.7162469,Customer,26-30,15.0,9
end,Exchange Place,-74.0334588,40.7162469,Customer,21-25,19.0,60
start,Exchange Place,-74.0334588,40.7162469,Customer,16-20,19.0,1
end,Exchange Place,-74.0334588,40.7162469,Customer,16-20,19.0,9
end,Exchange Place,-74.0334588,40.7162469,Customer,46-50,22.0,47
end,Exchange Place,-74.0334588,40.7162469,Subscriber,26-30,20.0,164
end,Exchange Place,-74.0334588,40.7162469,Customer,51-60,8.0,36
end,Exchange Place,-74.0334588,40.7162469,Customer,26-30,17.0,91
end,Exchange Place,-74.0334588,40.7162469,Customer,41-45,20.0,17
end,Exchange Place,-74.0334588,40.7162469,Customer,46-50,21.0,37
start,Exchange Place,-74.0334588,40.7162469,Customer,21-25,22.0,7
start,Exchange Place,-74.0334588,40.7162469,Customer,31-35,0.0,4
end,Exchange Place,-74.0334588,40.7162469,Customer,31-35,0.0,7
start,Exchange Place,-74.0334588,40.7162469,Customer,26-30,0.0,7
end,Exchange Place,-74.0334588,40.7162469,Customer,46-50,10.0,67
end,Exchange Place,-74.0334588,40.7162469,Customer,21-25,11.0,5
end,Exchange Place,-74.0334588,40.7162469,Customer,26-30,11.0,18
end,Exchange Place,-74.0334588,40.7162469,Customer,46-50,18.0,98
end,Exchange Place,-74.0334588,40.7162469,Subscriber,31-35,19.0,357
end,Exchange Place,-74.0334588,40.7162469,Customer,46-50,19.0,47
end,Exchange Place,-74.0334588,40.7162469,Subscriber,41-45,21.0,131
end,Exchange Place,-74.0334588,40.7162469,Subscriber,31-35,20.0,284
end,Exchange Place,-74.0334588,40.7162469,Customer,46-50,19.0,131
end,Exchange Place,-74.0334588,40.7162469,Subscriber,36-40,17.0,249
end,Exchange Place,-74.0334588,40.7162469,Subscriber,36-40,18.0,311
end,Exchange Place,-74.0334588,40.7162469,Subscriber,46-50,23.0,9
end,Exchange Place,-74.0334588,40.7162469,Customer,46-50,15.0,99
start,Exchange Place,-74.0334588,40.7162469,Customer,41-45,15.0,1
end,Exchange Place,-74.0334588,40.7162469,Customer,41-45,15.0,17
end,Exchange Place,-74.0334588,40.7162469,Customer,51-60,16.0,13
end,Exchange Place,-74.0334588,40.7162469,Customer,46-50,20.0,57
end,Exchange Place,-74.0334588,40.7162469,Subscriber,36-40,15.0,174
end,Exchange Place,-74.0334588,40.7162469,Customer,46-50,15.0,15
end,Exchange Place,-74.0334588,40.7162469,Customer,26-30,18.0,78
end,Exchange Place,-74.0334588,40.7162469,Customer,46-50,11.0,46
end,Exchange Place,-74.0334588,40.7162469,Subscriber,31-35,23.0,39
end,Paulus Hook,-74.0335519,40.7141454,Customer,46-50,20.0,32
end,Paulus Hook,-74.0335519,40.7141454,Customer,26-30,21.0,56
end,Paulus Hook,-74.0335519,40.7141454,Customer,46-50,13.0,54
end,Paulus Hook,-74.0335519,40.7141454,Customer,31-35,17.0,17
start,Paulus Hook,-74.0335519,40.7141454,Customer,46-50,9.0,17
end,Paulus Hook,-74.0335519,40.7141454,Customer,46-50,9.0,33
start,Paulus Hook,-74.0335519,40.7141454,Customer,46-50,17.0,124
end,Paulus Hook,-74.0335519,40.7141454,Customer,46-50,17.0,93
end,Paulus Hook,-74.0335519,40.7141454,Subscriber,21-25,13.0,14
start,Paulus Hook,-74.0335519,40.7141454,Customer,16-20,17.0,5
end,Paulus Hook,-74.0335519,40.7141454,Customer,16-20,17.0,5
end,Paulus Hook,-74.0335519,40.7141454,Subscriber,46-50,19.0,34
end,Paulus Hook,-74.0335519,40.7141454,Subscriber,31-35,11.0,2
end,Paulus Hook,-74.0335519,40.7141454,Customer,41-45,11.0,3
end,Paulus Hook,-74.0335519,40.7141454,Customer,41-45,15.0,3
start,Paulus Hook,-74.0335519,40.7141454,Customer,41-45,19.0,10
end,Paulus Hook,-74.0335519,40.7141454,Customer,41-45,19.0,18
end,Paulus Hook,-74.0335519,40.7141454,Subscriber,26-30,13.0,135
end,Paulus Hook,-74.0335519,40.7141454,Subscriber,31-35,13.0,203
end,Paulus Hook,-74.0335519,40.7141454,Subscriber,26-30,14.0,142
end,Paulus Hook,-74.0335519,40.7141454,Subscriber,31-35,14.0,192
start,Paulus Hook,-74.0335519,40.7141454,Customer,41-45,21.0,9
end,Paulus Hook,-74.0335519,40.7141454,Customer,41-45,21.0,7
end,Paulus Hook,-74.0335519,40.7141454,Subscriber,31-35,9.0,30
start,Paulus Hook,-74.0335519,40.7141454,Customer,41-45,12.0,4
end,Paulus Hook,-74.0335519,40.7141454,Subscriber,21-25,16.0,1
end,Paulus Hook,-74.0335519,40.7141454,Customer,46-50,10.0,48
end,Paulus Hook,-74.0335519,40.7141454,Customer,46-50,10.0,4
end,Paulus Hook,-74.0335519,40.7141454,Customer,46-50,12.0,15
end,Paulus Hook,-74.0335519,40.7141454,Customer,46-50,17.0,37
start,Paulus Hook,-74.0335519,40.7141454,Customer,46-50,19.0,79
end,Paulus Hook,-74.0335519,40.7141454,Subscriber,21-25,19.0,58
end,Paulus Hook,-74.0335519,40.7141454,Subscriber,36-40,14.0,88
start,City Hall,-74.043845,40.7177325,Customer,46-50,18.0,57
start,City Hall,-74.043845,40.7177325,Customer,46-50,15.0,71
end,City Hall,-74.043845,40.7177325,Customer,26-30,18.0,28
end,City Hall,-74.043845,40.7177325,Subscriber,41-45,3.0,2
end,City Hall,-74.043845,40.7177325,Customer,46-50,15.0,9
start,City Hall,-74.043845,40.7177325,Customer,36-40,16.0,14
start,City Hall,-74.043845,40.7177325,Customer,46-50,4.0,1
end,City Hall,-74.043845,40.7177325,Customer,46-50,4.0,1
start,City Hall,-74.043845,40.7177325,Customer,46-50,22.0,36
end,City Hall,-74.043845,40.7177325,Customer,46-50,22.0,14
end,City Hall,-74.043845,40.7177325,Subscriber,46-50,4.0,4
end,City Hall,-74.043845,40.7177325,Subscriber,46-50,19.0,16
end,City Hall,-74.043845,40.7177325,Customer,26-30,18.0,35
end,City Hall,-74.043845,40.7177325,Customer,46-50,1.0,3
end,City Hall,-74.043845,40.7177325,Customer,31-35,13.0,73
end,City Hall,-74.043845,40.7177325,Subscriber,36-40,14.0,116
start,City Hall,-74.043845,40.7177325,Customer,36-40,15.0,19
start,City Hall,-74.043845,40.7177325,Customer,46-50,16.0,59
start,City Hall,-74.043845,40.7177325,Customer,46-50,21.0,30
end,City Hall,-74.043845,40.7177325,Customer,46-50,21.0,2
start,City Hall,-74.043845,40.7177325,Customer,46-50,23.0,37
end,City Hall,-74.043845,40.7177325,Customer,46-50,23.0,7
end,City Hall,-74.043845,40.7177325,Customer,46-50,23.0,14
start,City Hall,-74.043845,40.7177325,Customer,21-25,19.0,42
end,City Hall,-74.043845,40.7177325,Customer,21-25,19.0,32
end,City Hall,-74.043845,40.7177325,Customer,31-35,19.0,65
end,City Hall,-74.043845,40.7177325,Subscriber,46-50,14.0,63
start,City Hall,-74.043845,40.7177325,Customer,46-50,20.0,46
end,City Hall,-74.043845,40.7177325,Customer,46-50,20.0,35
end,City Hall,-74.043845,40.7177325,Subscriber,31-35,21.0,198
end,City Hall,-74.043845,40.7177325,Subscriber,60-,11.0,34
end,City Hall,-74.043845,40.7177325,Subscriber,46-50,21.0,126
start,City Hall,-74.043845,40.7177325,Customer,21-25,4.0,3
end,City Hall,-74.043845,40.7177325,Customer,21-25,4.0,3
end,City Hall,-74.043845,40.7177325,Subscriber,36-40,12.0,138
end,City Hall,-74.043845,40.7177325,Subscriber,41-45,11.0,74
end,City Hall,-74.043845,40.7177325,Subscriber,31-35,11.0,166
end,City Hall,-74.043845,40.7177325,Subscriber,46-50,13.0,14
end,City Hall,-74.043845,40.7177325,Subscriber,36-40,20.0,119
end,City Hall,-74.043845,40.7177325,Subscriber,21-25,22.0,31
end,City Hall,-74.043845,40.7177325,Subscriber,51-60,18.0,95
end,City Hall,-74.043845,40.7177325,Subscriber,60-,21.0,42
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,51-60,5.0,3
end,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,46-50,14.0,10
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,60-,18.0,72
start,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,21-25,6.0,4
end,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,46-50,9.0,88
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,36-40,16.0,92
end,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,21-25,14.0,3
end,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,36-40,21.0,2
end,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,46-50,13.0,53
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,26-30,20.0,149
end,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,26-30,21.0,12
end,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,46-50,1.0,9
start,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,26-30,10.0,19
end,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,26-30,10.0,74
end,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,46-50,16.0,29
end,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,46-50,17.0,42
start,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,46-50,22.0,83
end,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,31-35,19.0,74
start,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,46-50,8.0,20
end,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,46-50,8.0,21
end,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,46-50,18.0,90
end,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,46-50,8.0,5
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,36-40,16.0,128
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,60-,18.0,60
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,31-35,19.0,290
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,60-,20.0,28
end,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,46-50,12.0,52
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,21-25,1.0,20
start,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,21-25,3.0,7
end,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,21-25,3.0,4
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,26-30,12.0,121
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,60-,13.0,6
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,51-60,18.0,117
start,Warren St,-74.03805095,40.7211236,Customer,46-50,13.0,55
start,Warren St,-74.03805095,40.7211236,Customer,46-50,21.0,33
end,Warren St,-74.03805095,40.7211236,Customer,46-50,21.0,30
start,Warren St,-74.03805095,40.7211236,Customer,46-50,11.0,58
end,Warren St,-74.03805095,40.7211236,Customer,46-50,11.0,26
start,Warren St,-74.03805095,40.7211236,Customer,21-25,15.0,19
end,Warren St,-74.03805095,40.7211236,Customer,46-50,23.0,10
start,Warren St,-74.03805095,40.7211236,Customer,31-35,8.0,15
end,Warren St,-74.03805095,40.7211236,Customer,31-35,8.0,10
start,Warren St,-74.03805095,40.7211236,Customer,21-25,12.0,18
end,Warren St,-74.03805095,40.7211236,Customer,21-25,12.0,18
start,Warren St,-74.03805095,40.7211236,Customer,46-50,19.0,53
end,Warren St,-74.03805095,40.7211236,Customer,46-50,21.0,22
start,Warren St,-74.03805095,40.7211236,Customer,41-45,9.0,3
end,Warren St,-74.03805095,40.7211236,Customer,41-45,9.0,6
end,Warren St,-74.03805095,40.7211236,Subscriber,46-50,10.0,43
start,Garfield Ave Station,-74.07003879547119,40.7104670233797,Customer,46-50,16.0,1
end,Garfield Ave Station,-74.07003879547119,40.7104670233797,Customer,46-50,16.0,1
start,Garfield Ave Station,-74.07003879547119,40.7104670233797,Subscriber,31-35,1.0,1
start,Garfield Ave Station,-74.07003879547119,40.7104670233797,Customer,46-50,21.0,1
start,Garfield Ave Station,-74.07003879547119,40.7104670233797,Customer,31-35,10.0,1
end,Garfield Ave Station,-74.07003879547119,40.7104670233797,Customer,31-35,10.0,1
start,Garfield Ave Station,-74.07003879547119,40.7104670233797,Customer,31-35,11.0,1
end,Garfield Ave Station,-74.07003879547119,40.7104670233797,Customer,31-35,11.0,1
start,Garfield Ave Station,-74.07003879547119,40.7104670233797,Customer,16-20,15.0,4
end,Garfield Ave Station,-74.07003879547119,40.7104670233797,Customer,16-20,15.0,3
end,Garfield Ave Station,-74.07003879547119,40.7104670233797,Customer,16-20,15.0,19
start,Garfield Ave Station,-74.07003879547119,40.7104670233797,Customer,26-30,17.0,1
end,Garfield Ave Station,-74.07003879547119,40.7104670233797,Customer,26-30,17.0,1
start,Garfield Ave Station,-74.07003879547119,40.7104670233797,Customer,16-20,17.0,1
end,Garfield Ave Station,-74.07003879547119,40.7104670233797,Customer,16-20,17.0,1
start,Garfield Ave Station,-74.07003879547119,40.7104670233797,Customer,16-20,19.0,1
end,Garfield Ave Station,-74.07003879547119,40.7104670233797,Customer,16-20,19.0,1
start,Garfield Ave Station,-74.07003879547119,40.7104670233797,Customer,46-50,12.0,2
end,Garfield Ave Station,-74.07003879547119,40.7104670233797,Customer,46-50,12.0,2
start,Garfield Ave Station,-74.07003879547119,40.7104670233797,Customer,46-50,13.0,2
start,Garfield Ave Station,-74.07003879547119,40.7104670233797,Subscriber,51-60,20.0,1
start,Garfield Ave Station,-74.07003879547119,40.7104670233797,Subscriber,41-45,7.0,1
end,Liberty Light Rail,-74.0557013,40.7112423,Customer,46-50,16.0,147
start,Liberty Light Rail,-74.0557013,40.7112423,Customer,46-50,7.0,27
start,Liberty Light Rail,-74.0557013,40.7112423,Customer,16-20,13.0,33
end,Liberty Light Rail,-74.0557013,40.7112423,Customer,16-20,13.0,6
start,Liberty Light Rail,-74.0557013,40.7112423,Subscriber,60-,22.0,8
start,Liberty Light Rail,-74.0557013,40.7112423,Customer,26-30,7.0,21
end,Liberty Light Rail,-74.0557013,40.7112423,Customer,26-30,18.0,37
start,Liberty Light Rail,-74.0557013,40.7112423,Customer,46-50,8.0,47
end,Liberty Light Rail,-74.0557013,40.7112423,Customer,46-50,9.0,23
start,Liberty Light Rail,-74.0557013,40.7112423,Customer,41-45,11.0,13
end,Liberty Light Rail,-74.0557013,40.7112423,Customer,46-50,14.0,21
end,Liberty Light Rail,-74.0557013,40.7112423,Customer,21-25,16.0,31
end,Liberty Light Rail,-74.0557013,40.7112423,Customer,26-30,17.0,109
start,Liberty Light Rail,-74.0557013,40.7112423,Customer,16-20,18.0,51
end,Liberty Light Rail,-74.0557013,40.7112423,Customer,16-20,18.0,52
end,Liberty Light Rail,-74.0557013,40.7112423,Customer,46-50,22.0,44
end,Liberty Light Rail,-74.0557013,40.7112423,Customer,46-50,9.0,64
end,Liberty Light Rail,-74.0557013,40.7112423,Customer,31-35,15.0,52
end,Liberty Light Rail,-74.0557013,40.7112423,Customer,21-25,17.0,28
end,Liberty Light Rail,-74.0557013,40.7112423,Customer,26-30,19.0,40
end,Liberty Light Rail,-74.0557013,40.7112423,Customer,46-50,14.0,67
end,Liberty Light Rail,-74.0557013,40.7112423,Customer,26-30,14.0,100
end,Liberty Light Rail,-74.0557013,40.7112423,Customer,26-30,15.0,1
end,Liberty Light Rail,-74.0557013,40.7112423,Customer,46-50,15.0,2
end,Liberty Light Rail,-74.0557013,40.7112423,Customer,46-50,17.0,28
end,Liberty Light Rail,-74.0557013,40.7112423,Subscriber,31-35,15.0,169
end,Liberty Light Rail,-74.0557013,40.7112423,Customer,46-50,22.0,23
end,Liberty Light Rail,-74.0557013,40.7112423,Customer,26-30,14.0,23
end,Liberty Light Rail,-74.0557013,40.7112423,Customer,21-25,14.0,54
end,Liberty Light Rail,-74.0557013,40.7112423,Customer,21-25,17.0,80
end,Liberty Light Rail,-74.0557013,40.7112423,Customer,31-35,10.0,15
start,Liberty Light Rail,-74.0557013,40.7112423,Customer,41-45,15.0,24
end,Liberty Light Rail,-74.0557013,40.7112423,Customer,41-45,15.0,12
start,Lincoln Park,-74.07840594649315,40.7246050998869,Customer,46-50,13.0,34
start,Lincoln Park,-74.07840594649315,40.7246050998869,Subscriber,46-50,3.0,13
start,Lincoln Park,-74.07840594649315,40.7246050998869,Customer,46-50,14.0,50
end,Lincoln Park,-74.07840594649315,40.7246050998869,Customer,46-50,15.0,16
start,Lincoln Park,-74.07840594649315,40.7246050998869,Customer,31-35,17.0,23
end,Lincoln Park,-74.07840594649315,40.7246050998869,Subscriber,51-60,16.0,121
start,Lincoln Park,-74.07840594649315,40.7246050998869,Customer,46-50,20.0,34
end,Lincoln Park,-74.07840594649315,40.7246050998869,Customer,46-50,20.0,51
start,Lincoln Park,-74.07840594649315,40.7246050998869,Customer,46-50,11.0,41
end,Lincoln Park,-74.07840594649315,40.7246050998869,Customer,46-50,11.0,26
end,Lincoln Park,-74.07840594649315,40.7246050998869,Subscriber,51-60,19.0,26
end,Lincoln Park,-74.07840594649315,40.7246050998869,Subscriber,36-40,11.0,22
start,Lincoln Park,-74.07840594649315,40.7246050998869,Customer,60-,15.0,1
end,Lincoln Park,-74.07840594649315,40.7246050998869,Customer,60-,15.0,1
end,Lincoln Park,-74.07840594649315,40.7246050998869,Customer,46-50,17.0,24
start,Lincoln Park,-74.07840594649315,40.7246050998869,Customer,46-50,12.0,31
end,Lincoln Park,-74.07840594649315,40.7246050998869,Customer,46-50,12.0,48
end,Lincoln Park,-74.07840594649315,40.7246050998869,Customer,46-50,12.0,30
